,source_id,source_lat,source_lon,type,ipcc_sector,number_overflights,source_persistence,confidence_in_persistence,qsource,sigma_qsource
0,P00001,32.212086346875,-103.69721195,tank,1B2 Oil & Natural Gas,12,0.833333333333333,0.968323647975922,865.484229838889,307.380288077778
1,P00002,32.1999367814286,-103.6733243,tank,1B2 Oil & Natural Gas,12,0.333333333333333,0.968323647975922,207.089504152778,47.4416342572222
2,P00003,32.1161354230769,-103.626582323077,tank,1B2 Oil & Natural Gas,12,0.583333333333333,0.968323647975922,305.700649822222,97.2549715440556
3,P00004,32.32259369,-103.8160722,pipeline,1B2 Oil & Natural Gas,11,0.0909090909090909,0.957764863967896,157.87675,94.1297881818182
4,P00005,32.28427896,-103.7939176,tank,1B2 Oil & Natural Gas,10,0.2,0.943686485290527,161.40469529,51.06946618
5,P00006,32.998981316,-102.812484,processing,1B2 Oil & Natural Gas,5,0.8,0.7626953125,1410.479729428,642.123719206667
6,P00007,32.02779078,-103.5707655,compressor,1B2 Oil & Natural Gas,14,0.785714285714286,0.982182051986456,582.025748935714,147.359171562619
7,P00008,32.32276356,-103.8142947,pipeline,1B2 Oil & Natural Gas,11,0.0909090909090909,0.957764863967896,186.776330909091,42.5337409090909
8,P00009,32.273275684,-103.79800346,tank,1B2 Oil & Natural Gas,10,0.5,0.943686485290527,439.71515677,167.212149672
9,P00010,32.26425783,-103.770907666667,compressor,1B2 Oil & Natural Gas,11,0.272727272727273,0.957764863967896,214.144906945455,56.9091417
10,P00011,31.91262444,-103.5361788,well,1B2 Oil & Natural Gas,11,0.0909090909090909,0.957764863967896,284.159695454545,51.7909844545455
11,P00012,32.10884742,-103.7698814,well,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,566.52427,84.1892531
12,P00013,32.034891235,-103.68673845000001,tank,1B2 Oil & Natural Gas,10,0.2,0.943686485290527,81.8453734,20.43235661
13,P00014,31.95158414,-103.6136567,tank,1B2 Oil & Natural Gas,11,0.181818181818182,0.957764863967896,161.270185545455,27.9276872727273
14,P00015,31.9301051618182,-103.621619254545,tank,1B2 Oil & Natural Gas,11,0.818181818181818,0.957764863967896,706.606202227273,236.476486545455
15,P00016,31.67813822,-103.3896293,compressor,1B2 Oil & Natural Gas,6,0.333333333333333,0.822021484375,239.7188803,43.5897902783333
16,P00017,32.24555659,-103.9628398,tank,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,137.565445,46.2580541
17,P00018,31.64552259,-103.5277496,pipeline,1B2 Oil & Natural Gas,6,0.166666666666667,0.822021484375,124.124472,44.2012933333333
18,P00019,32.18628076375,-103.9923173375,tank,1B2 Oil & Natural Gas,9,0.555555555555556,0.924915313720703,578.793753353704,178.600525737037
19,P00020,31.702465014,-103.58019114,pipeline,1B2 Oil & Natural Gas,9,1.0,0.924915313720703,1079.51156616667,357.896611977778
20,P00021,32.1504132188889,-103.996099644444,compressor,1B2 Oil & Natural Gas,10,0.9,0.943686485290527,509.75592256,197.28327148
21,P00022,32.04313601,-103.9368969,well,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,174.3125945,36.02087075
22,P00023,31.915879162,-103.859238,compressor,1B2 Oil & Natural Gas,9,0.555555555555556,0.924915313720703,330.886269688889,137.380869344444
23,P00024,32.109164375,-104.0444968125,pipeline,1B2 Oil & Natural Gas,9,0.777777777777778,0.924915313720703,339.887590622222,149.356240122222
24,P00025,31.711667165,-103.7660318,compressor,1B2 Oil & Natural Gas,7,0.142857142857143,0.86651611328125,246.362487857143,126.123083142857
25,P00026,31.501934275,-103.62211485,tank,1B2 Oil & Natural Gas,4,0.25,0.68359375,31.22641287125,14.60692353125
26,P00027,32.150573664,-104.19703369,compressor,1B2 Oil & Natural Gas,11,0.818181818181818,0.957764863967896,470.646337531818,158.967971258636
27,P00028,32.4388427133333,-101.947834566667,tank,1B2 Oil & Natural Gas,4,0.75,0.68359375,989.698889,229.52072575
28,P00029,32.20287949,-101.9448249,tank,1B2 Oil & Natural Gas,5,0.2,0.7626953125,627.392642,78.6175492
29,P00030,31.55292016,-101.9331152,well,1B2 Oil & Natural Gas,6,0.166666666666667,0.822021484375,290.869146666667,43.9674411666667
30,P00031,32.24409475,-101.9036812,processing,1B2 Oil & Natural Gas,5,0.2,0.7626953125,661.624316,164.860078
31,P00032,31.91077569,-101.8663757,tank,1B2 Oil & Natural Gas,6,0.166666666666667,0.822021484375,290.762685,55.4470933333333
32,P00033,32.323939206,-101.81251485,tank,1B2 Oil & Natural Gas,5,0.8,0.7626953125,1915.21347385333,461.440605733333
33,P00034,31.64635027,-101.7645351,processing,1B2 Oil & Natural Gas,5,0.2,0.7626953125,2232.97946,420.397256
34,P00035,31.948482,-104.2798787,compressor,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,41.0234661111111,26.2781812222222
35,P00036,31.74041195,-104.1387873,tank,1B2 Oil & Natural Gas,8,0.125,0.899887084960938,465.45375125,116.326154875
36,P00037,31.6273662025,-104.03650635,tank,1B2 Oil & Natural Gas,9,0.777777777777778,0.924915313720703,388.9951626,157.515477558889
37,P00038,31.78027794,-104.0966731,compressor,1B2 Oil & Natural Gas,10,0.2,0.943686485290527,389.908816,113.4774094
38,P00039,31.74203213,-104.08319115,compressor,1B2 Oil & Natural Gas,10,0.3,0.943686485290527,206.567296375,58.643701475
39,P00040,31.6485373592857,-104.012290078571,tank,1B2 Oil & Natural Gas,11,0.727272727272727,0.957764863967896,632.331545836364,166.860724901515
40,P00041,31.64808415,-103.964054975,tank,1B2 Oil & Natural Gas,11,0.181818181818182,0.957764863967896,204.368345,51.8324579090909
41,P00042,31.6666541876923,-103.980160138462,,1B2 Oil & Natural Gas,9,0.777777777777778,0.924915313720703,702.688629344445,186.524048477778
42,P00043,31.4827694533333,-103.812518333333,tank,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,85.9226104444444,15.0287101111111
43,P00044,31.47555727,-103.79703595,well,1B2 Oil & Natural Gas,9,0.222222222222222,0.924915313720703,114.725854777778,44.6966311111111
44,P00045,31.99540097,-104.1751575,compressor,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,33.7846993333333,20.195451
45,P00046,31.99843737125,-104.1257323125,compressor,1B2 Oil & Natural Gas,11,0.636363636363636,0.957764863967896,755.105308890909,196.206044054545
46,P00047,31.89610789,-104.0477779,tank,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,31.9752655555556,7.36974843333333
47,P00048,31.89540017,-104.0316202,well,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,82.5571422222222,34.9611028888889
48,P00049,32.17124267,-104.2421975,compressor,1B2 Oil & Natural Gas,11,0.181818181818182,0.957764863967896,44.7544823045455,20.4012122913636
49,P00050,32.0262962164706,-104.117813,compressor,1B2 Oil & Natural Gas,12,0.75,0.968323647975922,320.385037895833,121.178479368542
50,P00051,32.06631849,-104.0475013,tank,1B2 Oil & Natural Gas,8,0.125,0.899887084960938,106.0122939375,44.976863875
51,P00052,31.89602443,-103.9459305,well,1B2 Oil & Natural Gas,7,0.142857142857143,0.86651611328125,259.288717142857,62.3373448571429
52,P00053,31.99931346,-103.9858983,compressor,1B2 Oil & Natural Gas,7,0.142857142857143,0.86651611328125,144.6497,54.7068747142857
53,P00054,31.91251727,-103.8883826,tank,1B2 Oil & Natural Gas,7,0.142857142857143,0.86651611328125,80.012247,32.4375652857143
54,P00055,32.19499938,-104.0705143,tank,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,93.665357,37.6659867
55,P00056,31.99510881,-103.91537565,tank,1B2 Oil & Natural Gas,9,0.222222222222222,0.924915313720703,234.674738666667,65.2692517222222
56,P00057,31.56386232,-103.556287,well,1B2 Oil & Natural Gas,5,0.2,0.7626953125,193.3988236,56.62898
57,P00058,32.21838267,-104.0325673,compressor,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,70.9307682222222,15.3733051111111
58,P00059,32.17229706,-104.0247116,well,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,102.031454333333,26.2483144444444
59,P00060,31.614233075,-103.5532003,tank,1B2 Oil & Natural Gas,6,0.333333333333333,0.822021484375,267.145658883333,78.6105191833333
60,P00061,32.252691932,-104.0273973,compressor,1B2 Oil & Natural Gas,9,0.444444444444444,0.924915313720703,277.293944111111,108.953522344444
61,P00062,32.211440008,-103.963533073333,compressor,1B2 Oil & Natural Gas,9,1.0,0.924915313720703,745.776424572222,297.72583907
62,P00063,31.67501262,-103.5704761,pipeline,1B2 Oil & Natural Gas,8,0.125,0.899887084960938,139.7093225,47.0818485
63,P00064,31.64740296,-103.5169048,pipeline,1B2 Oil & Natural Gas,6,0.166666666666667,0.822021484375,354.933555,104.328574166667
64,P00065,32.25343328,-103.9682814,well,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,100.084429,36.4497014
65,P00066,31.97089694,-103.767776,well,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,56.0649673333333,20.1919411111111
66,P00067,31.959927715,-103.7411227,tank,1B2 Oil & Natural Gas,9,0.222222222222222,0.924915313720703,70.4331093666667,27.3584636333333
67,P00068,32.2630934625,-103.934467675,compressor,1B2 Oil & Natural Gas,8,0.375,0.899887084960938,311.873555375,84.0309753125
68,P00069,31.7948248966667,-103.561104233333,compressor,1B2 Oil & Natural Gas,7,0.428571428571429,0.86651611328125,252.460889171429,106.3032993
69,P00070,31.7416892014286,-103.497211971429,pipeline,1B2 Oil & Natural Gas,6,1.0,0.822021484375,513.560045166667,186.211942333333
70,P00071,31.63239962,-103.433002233333,tank,1B2 Oil & Natural Gas,4,0.75,0.68359375,293.5858115,93.7474852725
71,P00072,32.307062585,-103.927088625,compressor,1B2 Oil & Natural Gas,10,0.4,0.943686485290527,297.03269914,82.92424089
72,P00073,31.95099223,-103.6283936,compressor,1B2 Oil & Natural Gas,11,0.0909090909090909,0.957764863967896,77.2512825454545,29.6213461818182
73,P00074,31.88111312,-103.58413665,well,1B2 Oil & Natural Gas,11,0.181818181818182,0.957764863967896,280.203306363636,66.0054295454545
74,P00075,32.142826095,-103.73928453,compressor,1B2 Oil & Natural Gas,10,0.7,0.943686485290527,295.90241192,122.898355984
75,P00076,32.55975917,-103.51111875,tank,1B2 Oil & Natural Gas,2,1.0,0.4375,532.816434,256.475369
76,P00077,31.80664136,-104.1710432,compressor,1B2 Oil & Natural Gas,8,0.125,0.899887084960938,57.25083675,30.476527
77,P00078,31.74192889,-104.094893,tank,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,269.029754444444,89.9058074444444
78,P00079,31.6273144,-104.045936,well,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,100.477206888889,30.7948665555556
79,P00080,31.6557970566667,-104.026136233333,tank,1B2 Oil & Natural Gas,9,0.222222222222222,0.924915313720703,373.245922222222,110.698279888889
80,P00081,32.0208272505556,-104.302601816667,well,1B2 Oil & Natural Gas,12,0.833333333333333,0.968323647975922,509.445316641111,159.247167303778
81,P00082,31.79161697,-104.1086713,processing,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,84.2702665555556,26.9061148888889
82,P00083,31.7818945866667,-104.072725066667,pipeline,1B2 Oil & Natural Gas,10,0.3,0.943686485290527,339.9400225,122.8289028
83,P00084,31.74117711,-104.0930473,tank,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,270.866276,93.3251038
84,P00085,31.65312618,-104.0231185,pipeline,1B2 Oil & Natural Gas,11,0.0909090909090909,0.957764863967896,221.04504,54.4357186363636
85,P00086,31.43804756,-103.8309822,compressor,1B2 Oil & Natural Gas,8,0.125,0.899887084960938,26.35735225,12.804134875
86,P00087,31.7821605914286,-104.065243457143,well,1B2 Oil & Natural Gas,10,0.6,0.943686485290527,930.9713249,282.08260147
87,P00088,31.6424207433333,-103.937057233333,compressor,1B2 Oil & Natural Gas,11,0.272727272727273,0.957764863967896,92.3998196545455,36.25516659
88,P00089,31.809534745,-104.0135183,tank,1B2 Oil & Natural Gas,8,0.25,0.899887084960938,296.0152465,124.459003125
89,P00090,31.668887155,-103.85161245,compressor,1B2 Oil & Natural Gas,10,0.4,0.943686485290527,239.242353,148.05899452
90,P00091,32.02276935,-104.119505966667,tank,1B2 Oil & Natural Gas,13,0.230769230769231,0.976242735981941,139.820479206154,33.2194630584615
91,P00092,31.61029501,-103.6346515,compressor,1B2 Oil & Natural Gas,6,0.166666666666667,0.822021484375,184.172680916667,59.3286919166667
92,P00093,31.52901233,-103.584696,pipeline,1B2 Oil & Natural Gas,4,0.25,0.68359375,85.8374465,21.67516675
93,P00094,32.149987685,-104.049113675,compressor,1B2 Oil & Natural Gas,8,0.375,0.899887084960938,313.787751125,131.0613803125
94,P00095,32.0643671,-103.9992877,pipeline,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,116.018995,35.413339
95,P00096,31.6903334033333,-103.660518066667,tank,1B2 Oil & Natural Gas,8,0.25,0.899887084960938,172.051588,55.5085855
96,P00097,32.0797027457143,-103.952019785714,tank,1B2 Oil & Natural Gas,9,0.666666666666667,0.924915313720703,461.302394938889,155.803617055556
97,P00098,31.840853365,-103.73589435,tank,1B2 Oil & Natural Gas,10,0.2,0.943686485290527,61.067723,33.75200259
98,P00099,31.9504378,-103.6698932,well,1B2 Oil & Natural Gas,7,0.142857142857143,0.86651611328125,181.36059,57.786192
99,P00100,32.03532949,-103.6731403,well,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,115.462533333333,37.4420094444444
100,P00101,31.97248433,-103.6674289,well,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,40.2455125,23.8168998
101,P00102,32.19346501,-103.7807271,well,1B2 Oil & Natural Gas,11,0.0909090909090909,0.957764863967896,53.4040887272727,18.2407985454545
102,P00103,32.07918622,-103.6674747,well,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,238.400818,116.424752
103,P00104,31.97216521,-103.6031901,well,1B2 Oil & Natural Gas,12,0.0833333333333333,0.968323647975922,57.6186648333333,16.7208749166667
104,P00105,31.939383135,-103.55046475,tank,1B2 Oil & Natural Gas,11,0.181818181818182,0.957764863967896,316.354820454545,64.6329009090909
105,P00106,31.87467818,-103.5071346,well,1B2 Oil & Natural Gas,11,0.0909090909090909,0.957764863967896,146.652609090909,42.3505186363636
106,P00107,31.74364729,-104.105915933333,tank,1B2 Oil & Natural Gas,8,0.375,0.899887084960938,206.57307235,61.01782426125
107,P00108,31.61492258,-104.0048475,pipeline,1B2 Oil & Natural Gas,8,0.125,0.899887084960938,181.00636125,71.96369475
108,P00109,31.79197604,-104.1123182,pipeline,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,116.944341111111,43.9544647777778
109,P00110,32.17160572,-104.3195726,compressor,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,32.3636611,23.8558605
110,P00111,31.9998867,-104.1557161,compressor,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,370.687622,64.1414492
111,P00112,31.77225251,-103.9100922,well,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,151.723292,53.3692513
112,P00113,32.39639626,-104.3078045,,1B2 Oil & Natural Gas,3,0.333333333333333,0.578125,617.29139,178.574120333333
113,P00114,31.86065251,-101.7923936,processing,1B2 Oil & Natural Gas,6,0.166666666666667,0.822021484375,964.012353333333,226.512708333333
114,P00115,32.373798805,-101.8455053,tank,1B2 Oil & Natural Gas,5,0.4,0.7626953125,1242.452172,289.8914068
115,P00116,32.15478849,-101.9296436,processing,1B2 Oil & Natural Gas,5,0.2,0.7626953125,1675.3447715,319.4249979
116,P00117,32.3350267,-103.8146001,tank,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,44.39890405,22.2595329
117,P00118,32.305198835,-103.7877749,compressor,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,28.11595805,12.8322914375
118,P00119,32.2444328854545,-103.711609781818,tank,1B2 Oil & Natural Gas,12,0.5,0.968323647975922,159.721967229861,60.5413223888889
119,P00120,32.200349845,-103.68602695,pipeline,1B2 Oil & Natural Gas,12,0.166666666666667,0.968323647975922,30.5663246333333,14.3014246875
120,P00121,32.124077205,-103.6238997,compressor,1B2 Oil & Natural Gas,12,0.166666666666667,0.968323647975922,202.496942333333,50.17982675
121,P00122,32.276308255,-103.789738175,tank,1B2 Oil & Natural Gas,10,0.3,0.943686485290527,117.61511226,49.13318137
122,P00123,32.226204516,-103.82725706,compressor,1B2 Oil & Natural Gas,10,0.2,0.943686485290527,170.166023935,65.9635772015
123,P00124,32.23781901,-103.8035098,tank,1B2 Oil & Natural Gas,11,0.0909090909090909,0.957764863967896,18.928157,9.82805545454545
124,P00125,32.305757745,-103.92585865,compressor,1B2 Oil & Natural Gas,10,0.2,0.943686485290527,95.39050933,21.7754948
125,P00126,31.9544137733333,-103.677065366667,compressor,1B2 Oil & Natural Gas,7,0.857142857142857,0.86651611328125,539.519973442857,195.146049884286
126,P00127,31.977765298,-103.75557544,compressor,1B2 Oil & Natural Gas,9,0.555555555555556,0.924915313720703,290.725780866667,78.0979914677778
127,P00128,31.95803027,-103.7397356,well,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,44.6815105555556,34.6432284444444
128,P00129,31.9106172566667,-103.6857462,tank,1B2 Oil & Natural Gas,8,0.375,0.899887084960938,255.85503975,143.220904
129,P00130,32.308354295,-104.08959945,tank,1B2 Oil & Natural Gas,10,0.2,0.943686485290527,61.28678054,39.93257121
130,P00131,32.2530638585714,-104.0532834,compressor,1B2 Oil & Natural Gas,9,0.444444444444444,0.924915313720703,134.120066033333,65.7355863344444
131,P00132,32.16391181,-103.948733375,well,1B2 Oil & Natural Gas,9,0.444444444444444,0.924915313720703,73.2694212444444,38.8791313888889
132,P00133,31.7404171345455,-103.634124090909,compressor,1B2 Oil & Natural Gas,9,0.666666666666667,0.924915313720703,258.791516224074,96.7766923751852
133,P00134,31.6760932642857,-103.569093371429,tank,1B2 Oil & Natural Gas,9,0.666666666666667,0.924915313720703,289.546443011111,95.8401283472222
134,P00135,32.25833015,-104.0991765,pipeline,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,103.529296888889,60.3522222222222
135,P00136,32.0930090533333,-103.954604766667,tank,1B2 Oil & Natural Gas,9,0.666666666666667,0.924915313720703,161.676959355556,75.9279158533333
136,P00137,32.03513755,-103.899658333333,well,1B2 Oil & Natural Gas,9,0.555555555555556,0.924915313720703,127.899107826667,45.0481916977778
137,P00138,31.84131015,-103.7660745,well,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,99.29873545,59.7533624
138,P00139,31.92603489,-103.843032,well,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,51.5636945555556,26.4978661111111
139,P00140,31.65254479,-103.65295015,tank,1B2 Oil & Natural Gas,8,0.25,0.899887084960938,166.1631557875,37.57449893375
140,P00141,32.222462532,-104.1339889,tank,1B2 Oil & Natural Gas,10,0.4,0.943686485290527,113.27853958,45.450583599
141,P00142,31.88141743,-103.8602577,tank,1B2 Oil & Natural Gas,7,0.142857142857143,0.86651611328125,102.822619571429,67.8724384285714
142,P00143,31.783658414,-103.84268888,tank,1B2 Oil & Natural Gas,7,0.714285714285714,0.86651611328125,204.061127942857,112.158040677143
143,P00144,31.92477848,-104.0187079,pipeline,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,129.553452222222,54.5948443333333
144,P00145,32.08059840125,-104.218286525,tank,1B2 Oil & Natural Gas,10,0.6,0.943686485290527,333.96900863,74.5411389395
145,P00146,31.64997874,-103.865924,well,1B2 Oil & Natural Gas,11,0.0909090909090909,0.957764863967896,113.917961818182,48.496026
146,P00147,31.82510516,-104.048742,tank,1B2 Oil & Natural Gas,8,0.375,0.899887084960938,139.51893585,43.5670688175
147,P00148,31.69531491,-103.9291218,well,1B2 Oil & Natural Gas,8,0.125,0.899887084960938,136.0320475,83.550261375
148,P00149,31.6477131325,-103.89575485,tank,1B2 Oil & Natural Gas,10,0.2,0.943686485290527,187.496920033333,68.6938402666667
149,P00150,32.11675733,-104.3164933,pipeline,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,6.62617875,3.77278071
150,P00151,32.01976108,-104.301987,well,1B2 Oil & Natural Gas,12,0.0833333333333333,0.968323647975922,67.2216756666667,22.6704419166667
151,P00152,31.91054594,-104.1930637,tank,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,124.275002222222,88.6937562222222
152,P00153,31.94256676,-103.0888313,pipeline,1B2 Oil & Natural Gas,4,0.25,0.68359375,317.84159,95.885631
153,P00154,31.933232025,-103.03239265,pipeline,1B2 Oil & Natural Gas,3,1.0,0.578125,580.540721833333,262.899913166667
154,P00155,31.6533260733333,-103.5019012,well,1B2 Oil & Natural Gas,6,0.333333333333333,0.822021484375,210.985415,86.393741
155,P00156,32.2840414188889,-103.741728955556,compressor,1B2 Oil & Natural Gas,10,0.8,0.943686485290527,461.25317789,179.800521738
156,P00157,32.05768778,-103.53342875,compressor,1B2 Oil & Natural Gas,5,0.4,0.7626953125,239.1851106,95.88239182
157,P00158,32.26961568,-103.97501108,tank,1B2 Oil & Natural Gas,10,0.5,0.943686485290527,206.23261431,74.45009116
158,P00159,31.95834708,-103.7425045,well,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,119.140282222222,10.5778399444444
159,P00160,31.9033902566667,-103.716198533333,processing,1B2 Oil & Natural Gas,9,0.222222222222222,0.924915313720703,365.229318338889,99.6868026222222
160,P00161,32.235273595,-104.00152415,pipeline,1B2 Oil & Natural Gas,9,0.222222222222222,0.924915313720703,29.6517574222222,16.1970396555556
161,P00162,32.22397947375,-103.995633725,tank,1B2 Oil & Natural Gas,10,0.8,0.943686485290527,358.2111868,133.807623309
162,P00163,32.25560784,-104.0656687,tank,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,252.702351111111,61.435953
163,P00164,32.0799501225,-103.956793625,tank,1B2 Oil & Natural Gas,9,0.444444444444444,0.924915313720703,557.062795522222,182.057956477778
164,P00165,32.0488090393333,-103.90388628,tank,1B2 Oil & Natural Gas,10,0.7,0.943686485290527,248.715391995,77.3154901035
165,P00166,32.0197703066667,-103.944851133333,well,1B2 Oil & Natural Gas,9,0.222222222222222,0.924915313720703,403.742870666667,107.674757722222
166,P00167,32.2036138475,-101.964587225,tank,1B2 Oil & Natural Gas,5,0.6,0.7626953125,1614.455955,623.8964231
167,P00168,32.15639296,-101.9323515,processing,1B2 Oil & Natural Gas,5,0.2,0.7626953125,1384.835346,415.570436
168,P00169,31.827206025,-101.9074029,compressor,1B2 Oil & Natural Gas,6,0.333333333333333,0.822021484375,592.172708333333,253.8760609
169,P00170,31.849629118,-101.82069254,,1B2 Oil & Natural Gas,6,0.5,0.822021484375,753.710594972222,288.080183622222
170,P00171,31.73788443,-101.7993465,processing,1B2 Oil & Natural Gas,6,0.166666666666667,0.822021484375,308.098303333333,91.768432
171,P00172,31.611464185,-101.80616605,well,1B2 Oil & Natural Gas,6,0.333333333333333,0.822021484375,244.8770059,65.9302370666667
172,P00173,31.47392351,-101.7458189,pipeline,1B2 Oil & Natural Gas,5,0.2,0.7626953125,312.26264,126.7822164
173,P00174,31.85280738,-101.7768869,processing,1B2 Oil & Natural Gas,5,0.2,0.7626953125,421.412892,141.3395044
174,P00175,31.64817889,-101.766853857143,processing,1B2 Oil & Natural Gas,5,0.8,0.7626953125,1463.0208654,453.603597313333
175,P00176,31.503458852,-101.7236262,pipeline,1B2 Oil & Natural Gas,4,1.0,0.68359375,4689.280505,1172.37078075
176,P00177,31.61200199,-103.9994742,pipeline,1B2 Oil & Natural Gas,8,0.125,0.899887084960938,72.067485,21.7802385
177,P00178,31.80373369,-104.1262995,well,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,45.1513543333333,12.7779012222222
178,P00179,31.65647705,-104.030408,well,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,132.8671,28.749809
179,P00180,31.8692896366667,-101.824528033333,compressor,1B2 Oil & Natural Gas,6,0.333333333333333,0.822021484375,523.33396605,181.133404225
180,P00181,31.342828485,-101.7767885,compressor,1B2 Oil & Natural Gas,6,0.166666666666667,0.822021484375,275.690976833333,162.909714075
181,P00182,31.62491927,-104.0184584,well,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,172.163497777778,58.808226
182,P00183,31.482633912,-103.8308584,tank,1B2 Oil & Natural Gas,9,0.333333333333333,0.924915313720703,340.020590227778,78.7705057938889
183,P00184,32.00599676,-104.1795132,tank,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,82.3783791111111,11.9267497777778
184,P00185,31.7231945,-103.9534175,tank,1B2 Oil & Natural Gas,8,0.375,0.899887084960938,438.35876275,117.6004524
185,P00186,32.0829238733333,-104.2038523,compressor,1B2 Oil & Natural Gas,10,0.3,0.943686485290527,281.81578273,79.177636591
186,P00187,31.919086915,-104.053096566667,processing,1B2 Oil & Natural Gas,9,0.555555555555556,0.924915313720703,318.923555461111,109.273210493889
187,P00188,31.77558498,-103.9371695,tank,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,311.962602222222,73.15652
188,P00189,31.65397896,-104.0309391,tank,1B2 Oil & Natural Gas,10,0.1,0.943686485290527,284.53943,63.4642291
189,P00190,31.62775762,-104.0167089,tank,1B2 Oil & Natural Gas,9,0.222222222222222,0.924915313720703,458.783653666667,100.521176222222
190,P00191,31.89347066,-104.1874358,compressor,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,198.94819,30.6182834444444
191,P00192,31.83832041,-104.05694495,tank,1B2 Oil & Natural Gas,8,0.5,0.899887084960938,162.6710817375,76.09053407875
192,P00193,31.83327244,-104.0138545,pipeline,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,234.366125555556,115.749745555556
193,P00194,31.83712536,-104.012457966667,tank,1B2 Oil & Natural Gas,9,0.222222222222222,0.924915313720703,259.134830888889,57.8269000111111
194,P00195,31.97839338,-104.0631519,processing,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,1248.83774444444,272.738222222222
195,P00196,31.93453422,-104.0304015,compressor,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,537.150155555555,161.613942222222
196,P00197,31.76333473,-103.8267085,well,1B2 Oil & Natural Gas,7,0.142857142857143,0.86651611328125,169.524932857143,60.1622445
197,P00198,31.94196425,-103.9105819,tank,1B2 Oil & Natural Gas,7,0.714285714285714,0.86651611328125,359.846450015714,117.221531175714
198,P00199,31.914166515,-103.877796316667,tank,1B2 Oil & Natural Gas,8,0.375,0.899887084960938,227.81068525625,83.182702678125
199,P00200,32.27025602,-104.131427671429,tank,1B2 Oil & Natural Gas,10,0.6,0.943686485290527,276.28135689,124.871508492
200,P00201,32.22061857,-104.081840466667,tank,1B2 Oil & Natural Gas,9,0.222222222222222,0.924915313720703,158.164558166667,61.2153168055556
201,P00202,31.8980567866667,-103.819883066667,tank,1B2 Oil & Natural Gas,9,0.555555555555556,0.924915313720703,246.340891433333,93.4947995166667
202,P00203,32.065741065,-103.93930375,compressor,1B2 Oil & Natural Gas,10,0.3,0.943686485290527,189.3276328,81.1243673
203,P00204,32.0659121375,-103.8958074,well,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,84.6408390277778,26.2626774222222
204,P00205,31.943013575,-103.8455189,well,1B2 Oil & Natural Gas,9,0.111111111111111,0.924915313720703,116.145276111111,21.8086500555556
205,P00206,32.2985247833333,-104.063696166667,tank,1B2 Oil & Natural Gas,9,0.333333333333333,0.924915313720703,239.094921522222,85.2822866222222
206,P00207,32.1559403725,-103.9523755,compressor,1B2 Oil & Natural Gas,9,0.333333333333333,0.924915313720703,480.752798055556,144.003811394444
